Trait,Marker_ID,Estimate,SD,Model_Frequency
y,1,0.0,0.0,0.0
y,2,6.400725627801626e-5,0.002023074869445865,0.001000000000000002
y,3,0.0,0.0,0.0
y,4,0.00012481345924901145,0.0027599187317288304,0.003999999999999999
y,5,1.6761896782542148e-5,0.0005297926222257611,0.0010000000000000009
y,6,-0.0002560117846089216,0.0044539441488930685,0.005000000000000004
y,7,0.0,0.0,0.0
y,8,4.867894495062855e-5,0.0015385935271620028,0.0010000000000000009
y,9,0.00031621070499545685,0.005764608401624587,0.003000000000000002
y,10,-1.994364383635343e-5,0.002235871624071786,0.002000000000000001
y,11,1.513937662173588e-5,0.0005710188581020468,0.0020000000000000013
y,12,-6.515579653755603e-5,0.0020593767369330323,0.0010000000000000009
y,13,0.0,0.0,0.0
y,14,-9.971704247709921e-5,0.002300571525308218,0.0020000000000000005
y,15,0.0,0.0,0.0
y,16,0.0,0.0,0.0
y,17,-0.000465149865568779,0.007642916540279151,0.004000000000000002
y,18,0.0,0.0,0.0
y,19,-4.2043257757976445e-5,0.0013288596191399372,0.0010000000000000013
y,20,-0.00032306949139722634,0.004319256029363702,0.006000000000000005
y,21,-0.0075629950336909245,0.02649870976825164,0.082
y,22,0.0,0.0,0.0
y,23,0.0,0.0,0.0
y,24,-5.4903246329359274e-5,0.0017353247797011369,0.0010000000000000013
y,25,1.8649037770026443e-5,0.0005894394143066156,0.001000000000000002
y,26,2.2833564334704923e-5,0.000721699583321816,0.0010000000000000018
y,27,-2.3845841010321642e-5,0.0007536945729909743,0.0010000000000000013
y,28,-0.0009512009102606366,0.010046579290864787,0.009999999999999997
y,29,0.0,0.0,0.0
y,30,8.381121918792157e-5,0.0021448465640825196,0.0020000000000000026
y,31,-0.00015620905044872049,0.004937293405768872,0.0010000000000000013
y,32,-0.00021069653514216514,0.0036205085099634835,0.004000000000000003
y,33,0.0,0.0,0.0
y,34,-2.284305178373316e-6,0.0019105281132875513,0.0020000000000000013
y,35,1.3185275799866049e-5,0.0036295524711912877,0.0020000000000000035
y,36,-0.00024414726964161097,0.0036594478813603637,0.0049999999999999975
y,37,5.4497768202625085e-5,0.001722508848258258,0.0010000000000000013
y,38,-0.0023765338688531393,0.016234578461311457,0.021999999999999995
y,39,0.0,0.0,0.0
y,40,-3.105989986888142e-5,0.0009817090518504316,0.0010000000000000013
y,41,-0.00011981398391717259,0.003786955947903593,0.0010000000000000002
y,42,-2.502961289644868e-6,7.911100051347629e-5,0.0010000000000000002
y,43,0.0,0.0,0.0
y,44,-0.00010946951959113996,0.0024506200541917302,0.0020000000000000018
y,45,-8.179530039676717e-5,0.0023617703194141783,0.003000000000000001
y,46,4.448934205664541e-5,0.0012542994565791974,0.0019999999999999996
y,47,-2.766306683923393e-5,0.0008743454818805739,0.0010000000000000013
y,48,0.0,0.0,0.0
y,49,0.0,0.0,0.0
y,50,0.0,0.0,0.0
y,51,3.434609416693392e-5,0.0012375337981603727,0.002000000000000003
y,52,8.161722515099956e-5,0.002579672473378663,0.0010000000000000022
y,53,-5.138103788590223e-5,0.0016239984738842224,0.0010000000000000009
y,54,0.0,0.0,0.0
y,55,0.00045998437501460393,0.00634587956810752,0.007
y,56,0.0,0.0,0.0
y,57,-1.8575585502512814e-5,0.000587117811332958,0.0009999999999999998
y,58,0.0004248324230779262,0.007562111712065012,0.004000000000000006
y,59,0.0,0.0,0.0
y,60,0.0002055931686668787,0.003934476363951676,0.0029999999999999996
y,61,0.0,0.0,0.0
y,62,0.0,0.0,0.0
y,63,-2.565039128206581e-5,0.0013838013485706886,0.002000000000000003
y,64,-3.9449637372156337e-5,0.0012468831600859142,0.0010000000000000013
y,65,5.007558745569619e-5,0.0015827371527117314,0.0010000000000000013
y,66,0.0,0.0,0.0
y,67,0.0,0.0,0.0
y,68,0.0,0.0,0.0
y,69,-9.24881499291675e-6,0.0002923269371686917,0.0010000000000000013
y,70,0.0,0.0,0.0
y,71,0.0,0.0,0.0
y,72,-0.00015115709616343677,0.003494766695877505,0.002000000000000002
y,73,0.0,0.0,0.0
y,74,0.0020622975385288164,0.015423628092033528,0.019999999999999993
y,75,7.1811826052467e-5,0.0022697536039466447,0.0010000000000000013
y,76,0.0001474774756167024,0.004368911492157185,0.0040000000000000036
y,77,-0.0003322052638197618,0.005394992079476569,0.005000000000000003
y,78,-2.477541977432214e-5,0.0007830757329715169,0.0009999999999999998
y,79,0.0005190915616403398,0.006475588929355688,0.007000000000000001
y,80,0.00045997779917180987,0.009465705319326844,0.004000000000000002
y,81,-8.750643963943457e-6,0.00027658126475579663,0.001000000000000002
y,82,0.0,0.0,0.0
