Trait,Marker_ID,Estimate,SD,Model_Frequency
y,1,3.2391389520509315e-5,0.0010237933936856067,0.0010000000000000013
y,2,3.110542856102703e-5,0.0009831480754592314,0.0010000000000000009
y,3,2.3179057373993522e-5,0.0007326195684297106,0.0010000000000000013
y,4,-6.804025868836465e-5,0.002469198140805526,0.002000000000000001
y,5,9.635113386884561e-5,0.0017605122519703525,0.0040000000000000036
y,6,2.4253289331394448e-5,0.0007665727762899883,0.001
y,7,2.917844472741977e-6,0.0001016275603710084,0.0020000000000000026
y,8,0.0,0.0,0.0
y,9,-8.102007005325166e-5,0.002123663728619,0.0020000000000000013
y,10,2.7344674312030795e-5,0.003776781069648441,0.0040000000000000036
y,11,1.5416583634884026e-5,0.0005372966357911744,0.0030000000000000022
y,12,0.00028476830348223367,0.005135375660128757,0.0040000000000000036
y,13,6.471033795754855e-5,0.002045297144852443,0.0010000000000000009
y,14,-4.2197895021331675e-5,0.0013337472331319384,0.0010000000000000013
y,15,3.146919587917156e-5,0.002486440275109793,0.003000000000000005
y,16,-1.2495838431833353e-5,0.0003949554812081601,0.0010000000000000013
y,17,0.007589660058599498,0.034719451217262255,0.05200000000000004
y,18,-6.709876474382857e-5,0.0015115224070304876,0.0020000000000000026
y,19,-5.687752679566748e-6,0.001961624143835649,0.004000000000000002
y,20,5.106041686422651e-5,0.0016138646176734382,0.0010000000000000013
y,21,0.0001464442371101234,0.002706603583982007,0.0030000000000000027
y,22,0.00019076812979173038,0.0046926159612831805,0.0020000000000000035
y,23,0.0007066561656120969,0.007330743332655848,0.009999999999999997
y,24,3.306016459207775e-5,0.0011812991273868925,0.003
y,25,0.00016261523021701878,0.0054329604068966645,0.003000000000000002
y,26,1.9322788282387267e-5,0.0014762564551113154,0.002000000000000002
y,27,0.004359194639921876,0.022115667873170586,0.040999999999999995
y,28,2.604710617043205e-5,0.0017511717220522259,0.002000000000000001
y,29,-3.369779276528682e-5,0.0010650848304313433,0.0010000000000000009
y,30,0.0006255765276283449,0.006675424621371581,0.013000000000000005
y,31,0.00014172963401921294,0.0031718001481094507,0.002000000000000001
y,32,-4.861486518825934e-6,0.0001536568160595344,0.0010000000000000009
y,33,0.0003179100978676389,0.005071233350909314,0.003999999999999999
y,34,-0.0005075687396800656,0.010302350952255629,0.007000000000000003
y,35,3.4972978172446975e-5,0.001105389566192934,0.0009999999999999998
y,36,0.0,0.0,0.0
y,37,0.00043085718368356677,0.007672798897939249,0.006999999999999999
y,38,-0.0004608528727835627,0.006046316916964438,0.007999999999999998
