Trait,Marker_ID,Estimate,SD,Model_Frequency
y,1,-0.00011996859158122559,0.0031082178730571096,0.0020000000000000013
y,2,0.0,0.0,0.0
y,3,0.0,0.0,0.0
y,4,-0.002194610604050751,0.01567778201731184,0.022
y,5,0.0,0.0,0.0
y,6,9.197430769548306e-5,0.0036182223413693065,0.0020000000000000026
y,7,0.00034985571841926184,0.005623751443588032,0.004000000000000003
y,8,-4.5411282671426294e-5,0.0014353126520972074,0.0010000000000000005
y,9,0.0,0.0,0.0
y,10,0.00011390125904090532,0.0019212851855250593,0.004000000000000001
y,11,0.000548136323898791,0.005771526767848709,0.010000000000000005
y,12,-2.5030218169544773e-5,0.0007911291359780645,0.0010000000000000013
y,13,0.0,0.0,0.0
y,14,0.00016435205738194,0.003402505499280338,0.003000000000000002
y,15,0.0,0.0,0.0
y,16,0.0,0.0,0.0
y,17,2.1987514716769774e-5,0.0006949585258249206,0.0010000000000000013
y,18,0.0,0.0,0.0
y,19,0.0005969324874752002,0.006450873127540824,0.008999999999999998
y,20,0.00039586755887037456,0.00591691721686487,0.0050000000000000044
y,21,0.0,0.0,0.0
y,22,0.0007896014534736176,0.010952550023462359,0.0060000000000000045
y,23,0.0,0.0,0.0
y,24,-2.0469163919412393e-5,0.0014279924039180554,0.0020000000000000026
y,25,-0.0008010725266793232,0.010066744537806196,0.0070000000000000045
y,26,0.0002159191709266251,0.004153525245703342,0.004000000000000001
y,27,0.00010958889062909438,0.0027815738894946245,0.002000000000000002
y,28,-0.0001414051982572487,0.0026198349072001953,0.003000000000000001
y,29,-5.238358723626273e-5,0.0016556860123608567,0.0010000000000000024
y,30,-4.487218197936407e-5,0.001211178814310317,0.0020000000000000018
y,31,0.004329168857796318,0.026779457431947058,0.029000000000000012
y,32,-5.66407996224491e-5,0.0014884450163575023,0.0020000000000000018
y,33,0.0,0.0,0.0
y,34,-0.0020149060636919626,0.017035039704353595,0.01799999999999999
y,35,3.305741315921531e-5,0.0010448443770314719,0.001000000000000001
y,36,0.0,0.0,0.0
y,37,0.0034716895141819375,0.023182469571423364,0.025
y,38,0.0,0.0,0.0
y,39,0.0,0.0,0.0
y,40,-4.447507223451423e-5,0.0010188939262972597,0.0020000000000000026
y,41,-0.00012719870208156644,0.00402036444883096,0.0010000000000000009
y,42,2.2138947544306293e-5,0.0006997448573381418,0.0010000000000000002
y,43,0.0,0.0,0.0
y,44,0.0002493042743818581,0.0046369479372452786,0.007000000000000001
y,45,1.3101174924094566e-5,0.0004140883282674513,0.0010000000000000013
y,46,-1.0172686275237849e-5,0.00032152770099690966,0.0009999999999999996
y,47,2.8076466707202975e-5,0.0008874117954917643,0.0010000000000000013
y,48,-5.913985199861684e-5,0.0018692310109571484,0.0010000000000000009
y,49,0.0,0.0,0.0
y,50,2.2019047911287907e-5,0.0006959551942824146,0.001000000000000001
y,51,8.072458524445344e-5,0.0017538654530189397,0.0030000000000000022
y,52,-6.761614441215075e-5,0.0019408431327583595,0.0020000000000000013
y,53,0.005907151684189296,0.035701709542376094,0.031999999999999994
y,54,0.0,0.0,0.0
y,55,2.8314509224479543e-5,0.0008949355961132145,0.0010000000000000013
y,56,0.0,0.0,0.0
y,57,6.263189180782284e-5,0.002265920432630705,0.0020000000000000013
y,58,0.0003954916984695393,0.006908302454847976,0.004000000000000005
y,59,1.289846292208779e-5,0.0004076812178733786,0.0010000000000000015
y,60,-0.0002626742401610655,0.007130140283204348,0.0060000000000000045
y,61,0.0,0.0,0.0
y,62,-0.000174825956571236,0.0044132987362207375,0.002000000000000002
y,63,9.06077143289999e-5,0.0023288712338599116,0.0020000000000000018
y,64,0.0,0.0,0.0
y,65,-1.7728301341212607e-5,0.0005603377336717527,0.001
y,66,0.0,0.0,0.0
y,67,-0.00025395870781741897,0.004716182891718198,0.0030000000000000022
y,68,1.0241122627214619e-5,0.0009577669789268436,0.0020000000000000035
y,69,0.00013296059262393292,0.0030868758159448085,0.0020000000000000026
y,70,0.000680902720370512,0.006931508068757033,0.009999999999999997
y,71,-0.0001757309534942857,0.004316973822768052,0.0020000000000000018
y,72,-0.0012539735832772694,0.011584875409832622,0.014000000000000005
y,73,-0.00012504724050309968,0.003952363286071087,0.0010000000000000013
y,74,-8.74977888370149e-6,0.00027655392219810365,0.0010000000000000002
y,75,-0.000939065803737603,0.008239899137557594,0.015000000000000019
y,76,1.98484371369546e-5,0.0006273487836306527,0.0010000000000000009
y,77,0.0,0.0,0.0
y,78,0.0003740452133187246,0.007576450176459667,0.0030000000000000022
y,79,9.10886797131835e-5,0.003165466208116691,0.0020000000000000035
y,80,-0.00027555879234103075,0.008640268848391128,0.005000000000000002
y,81,8.994501846120756e-5,0.00284288871390369,0.001000000000000002
y,82,-5.721680130405333e-6,0.00018084492221558392,0.0010000000000000022
y,83,-4.5053322651425966e-5,0.0014239986236129418,0.001000000000000001
y,84,0.0,0.0,0.0
y,85,0.0010856064514884831,0.011929988976556066,0.00899999999999999
y,86,-6.124316205774171e-5,0.0019357102505106426,0.0010000000000000009
y,87,0.0001188554268378107,0.0037566588714320844,0.0010000000000000009
y,88,-2.087328904171818e-5,0.0006597412380802738,0.001000000000000002
y,89,5.233991393301973e-5,0.0017898681991384776,0.0020000000000000018
y,90,0.0,0.0,0.0
y,91,0.0,0.0,0.0
y,92,5.0915941466032964e-5,0.001609298189359925,0.0010000000000000009
y,93,9.803190395882398e-5,0.0030984905905292507,0.0010000000000000018
y,94,9.467665992856257e-5,0.002122570372968278,0.0020000000000000035
y,95,-0.00016151728726697265,0.003729106760989879,0.0040000000000000036
y,96,-0.0004619354738085219,0.00598528456543402,0.007000000000000001
y,97,2.3837963273320605e-5,0.0007534455816627777,0.0010000000000000013
y,98,0.0,0.0,0.0
y,99,0.0,0.0,0.0
