Trait,Marker_ID,Estimate,SD,Model_Frequency
y,1,-3.4738311448723594e-5,0.0010979724641475355,0.0010000000000000005
y,2,0.0,0.0,0.0
y,3,1.3197075912782033e-5,0.0004171194671015534,0.0010000000000000005
y,4,0.0,0.0,0.0
y,5,0.0,0.0,0.0
y,6,-7.284466536059645e-6,0.0002302398515945012,0.0010000000000000015
y,7,5.875808156460597e-6,0.0006726724714317598,0.0030000000000000035
y,8,0.0,0.0,0.0
y,9,-2.059306628066293e-7,6.508842481278343e-6,0.0010000000000000022
y,10,0.0,0.0,0.0
y,11,0.0,0.0,0.0
y,12,0.0,0.0,0.0
y,13,6.147923962652267e-6,0.00019431719450811199,0.0010000000000000013
y,14,0.0,0.0,0.0
y,15,0.0,0.0,0.0
y,16,0.0,0.0,0.0
y,17,0.0,0.0,0.0
y,18,-4.391443409772622e-5,0.0013880018172183416,0.0010000000000000015
y,19,0.0,0.0,0.0
y,20,2.437660254444508e-5,0.0006590502467647194,0.0020000000000000013
y,21,0.0,0.0,0.0
y,22,0.0,0.0,0.0
y,23,0.0,0.0,0.0
y,24,0.0,0.0,0.0
y,25,0.0,0.0,0.0
y,26,-1.64106137568347e-5,0.0007166760296776092,0.0020000000000000005
y,27,9.967772534102185e-5,0.0023054588340982,0.002000000000000002
y,28,-0.0003211057917933557,0.005162069595099863,0.004000000000000002
y,29,0.0,0.0,0.0
y,30,0.0030195087018141647,0.016371282394821687,0.03700000000000003
y,31,-5.6898180737569235e-5,0.0012917221396819118,0.0020000000000000026
y,32,-6.52767430883364e-5,0.0020631994898779055,0.001000000000000002
y,33,4.484659172170141e-5,0.0014174644871261942,0.0010000000000000015
y,34,6.91273450225729e-5,0.0015536064271855952,0.0020000000000000018
y,35,-3.8147663399170686e-5,0.0012057317191621069,0.0009999999999999998
y,36,0.0,0.0,0.0
y,37,3.738470281217e-5,0.0011816168534469682,0.001000000000000001
y,38,-0.0005007821801847992,0.006745951620090994,0.006000000000000004
y,39,-8.424080325547535e-6,0.0002662595804885635,0.0010000000000000015
y,40,0.0,0.0,0.0
y,41,0.0,0.0,0.0
y,42,-2.45763423178446e-5,0.0007767834995171793,0.0010000000000000009
y,43,0.0,0.0,0.0
y,44,0.0,0.0,0.0
y,45,7.753688421967087e-5,0.0017454513930677984,0.0020000000000000018
y,46,8.661492348591732e-6,0.00027376345310323733,0.0010000000000000022
y,47,5.229304299665052e-5,0.0016528241840872515,0.0010000000000000013
y,48,0.0,0.0,0.0
y,49,0.011633029320772585,0.03634856772610639,0.09699999999999988
y,50,-0.00013789041779735598,0.002908061941960823,0.003000000000000003
y,51,2.859263898416638e-5,0.0009037264326524867,0.001000000000000002
y,52,-1.3521610419032556e-5,0.0004273770166676799,0.001000000000000002
y,53,0.0005921344844105756,0.009168210236558033,0.005000000000000001
